+ [29, 4, 0, 0, 0, 0, 0, 0, 0, 0]
+ [30, 4, 0, 0, 0, 0, 0, 0, 0, 0]
+ [31, 4, 0, 0, 0, 0, 0, 0, 0, 0]
+ [32, 4, 0, 0, 0, 0, 0, 0, 0, 0]
+ [33, 4, 0, 0, 0, 0, 0, 0, 0, 0]
+ [34, 4, 0, 0, 0, 0, 0, 0, 0, 0]
+ [35, 4, 0, 0, 0, 0, 0, 0, 0, 0]
> [36, 4, 0, 0, 0, 0, 0, 0, 0, 0]
- [36, 4, 0, 0, 0, 0, 0, 0, 0, 0]
< [36, 3, 0, 0, 0, 0, 0, 0, 0, 0]
+ [36, 3, 0, 0, 0, 0, 0, 0, 0, 0]
+ [37, 3, 0, 0, 0, 0, 0, 0, 0, 0]
+ [38, 3, 0, 0, 0, 0, 0, 0, 0, 0]
+ [39, 3, 0, 0, 0, 0, 0, 0, 0, 0]
+ [40, 3, 0, 0, 0, 0, 0, 0, 0, 0]
+ [41, 3, 0, 0, 0, 0, 0, 0, 0, 0]
+ [42, 3, 0, 0, 0, 0, 0, 0, 0, 0]
+ [43, 3, 0, 0, 0, 0, 0, 0, 0, 0]
+ [44, 3, 0, 0, 0, 0, 0, 0, 0, 0]
> [45, 3, 0, 0, 0, 0, 0, 0, 0, 0]
- [45, 3, 0, 0, 0, 0, 0, 0, 0, 0]
< [45, 2, 0, 0, 0, 0, 0, 0, 0, 0]
+ [45, 2, 0, 0, 0, 0, 0, 0, 0, 0]
+ [46, 2, 0, 0, 0, 0, 0, 0, 0, 0]
+ [47, 2, 0, 0, 0, 0, 0, 0, 0, 0]
+ [48, 2, 0, 0, 0, 0, 0, 0, 0, 0]
+ [49, 2, 0, 0, 0, 0, 0, 0, 0, 0]
+ [50, 2, 0, 0, 0, 0, 0, 0, 0, 0]
+ [51, 2, 0, 0, 0, 0, 0, 0, 0, 0]
+ [52, 2, 0, 0, 0, 0, 0, 0, 0, 0]
+ [53, 2, 0, 0, 0, 0, 0, 0, 0, 0]
> [54, 2, 0, 0, 0, 0, 0, 0, 0, 0]
- [54, 2, 0, 0, 0, 0, 0, 0, 0, 0]
< [54, 1, 0, 0, 0, 0, 0, 0, 0, 0]
+ [54, 1, 0, 0, 0, 0, 0, 0, 0, 0]
+ [55, 1, 0, 0, 0, 0, 0, 0, 0, 0]
+ [56, 1, 0, 0, 0, 0, 0, 0, 0, 0]
+ [57, 1, 0, 0, 0, 0, 0, 0, 0, 0]
+ [58, 1, 0, 0, 0, 0, 0, 0, 0, 0]
+ [59, 1, 0, 0, 0, 0, 0, 0, 0, 0]
+ [60, 1, 0, 0, 0, 0, 0, 0, 0, 0]
+ [61, 1, 0, 0, 0, 0, 0, 0, 0, 0]
+ [62, 1, 0, 0, 0, 0, 0, 0, 0, 0]
> [63, 1, 0, 0, 0, 0, 0, 0, 0, 0]
- [63, 1, 0, 0, 0, 0, 0, 0, 0, 0]
< [63, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [63, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [64, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [65, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [66, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [67, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [68, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [69, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [70, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [71, 0, 0, 0, 0, 0, 0, 0, 0, 0]
> [72, 0, 0, 0, 0, 0, 0, 0, 0, 0]
< [72, 0, 0, 0, 0, 0, 0, 0, 0, 0]
. [72, 0, 0, 0, 0, 0, 0, 0, 0, 0]
H> [72, 0, 0, 0, 0, 0, 0, 0, 0, 0]
> [72, 0, 0, 0, 0, 0, 0, 0, 0, 0]
+ [72, 0, 0, 0, 0, 0, 0, 0, 0, 0]
> [72, 0, 1, 0, 0, 0, 0, 0, 0, 0]
- [72, 0, 1, 0, 0, 0, 0, 0, 0, 0]
L [72, 0, 1, 255, 0, 0, 0, 0, 0, 0]
+ [72, 0, 1, 255, 0, 0, 0, 0, 0, 0]
+ [72, 0, 1, 0, 0, 0, 0, 0, 0, 0]
+ [72, 0, 1, 1, 0, 0, 0, 0, 0, 0]
> [72, 0, 1, 2, 0, 0, 0, 0, 0, 0]
+ [72, 0, 1, 2, 0, 0, 0, 0, 0, 0]
+ [72, 0, 1, 2, 1, 0, 0, 0, 0, 0]
> [72, 0, 1, 2, 2, 0, 0, 0, 0, 0]
+ [72, 0, 1, 2, 2, 0, 0, 0, 0, 0]
+ [72, 0, 1, 2, 2, 1, 0, 0, 0, 0]
+ [72, 0, 1, 2, 2, 2, 0, 0, 0, 0]
L [72, 0, 1, 2, 2, 3, 0, 0, 0, 0]
> [72, 0, 1, 2, 2, 3, 0, 0, 0, 0]
L [72, 0, 1, 2, 2, 3, 0, 0, 0, 0]
< [72, 0, 1, 2, 2, 3, 0, 0, 0, 0]
< [72, 0, 1, 2, 2, 3, 0, 0, 0, 0]
> [72, 0, 1, 2, 2, 3, 0, 0, 0, 0]
L [72, 0, 1, 2, 2, 3, 0, 0, 0, 0]
- [72, 0, 1, 2, 2, 3, 0, 0, 0, 0]
> [72, 0, 1, 2, 2, 2, 0, 0, 0, 0]
+ [72, 0, 1, 2, 2, 2, 0, 0, 0, 0]
+ [72, 0, 1, 2, 2, 2, 1, 0, 0, 0]
+ [72, 0, 1, 2, 2, 2, 2, 0, 0, 0]
< [72, 0, 1, 2, 2, 2, 3, 0, 0, 0]
< [72, 0, 1, 2, 2, 2, 3, 0, 0, 0]
+ [72, 0, 1, 2, 2, 2, 3, 0, 0, 0]
+ [72, 0, 1, 2, 3, 2, 3, 0, 0, 0]
+ [72, 0, 1, 2, 4, 2, 3, 0, 0, 0]
> [72, 0, 1, 2, 5, 2, 3, 0, 0, 0]
- [72, 0, 1, 2, 5, 2, 3, 0, 0, 0]
> [72, 0, 1, 2, 5, 1, 3, 0, 0, 0]
+ [72, 0, 1, 2, 5, 1, 3, 0, 0, 0]
+ [72, 0, 1, 2, 5, 1, 4, 0, 0, 0]
+ [72, 0, 1, 2, 5, 1, 5, 0, 0, 0]
< [72, 0, 1, 2, 5, 1, 6, 0, 0, 0]
< [72, 0, 1, 2, 5, 1, 6, 0, 0, 0]
+ [72, 0, 1, 2, 5, 1, 6, 0, 0, 0]
+ [72, 0, 1, 2, 6, 1, 6, 0, 0, 0]
+ [72, 0, 1, 2, 7, 1, 6, 0, 0, 0]
> [72, 0, 1, 2, 8, 1, 6, 0, 0, 0]
- [72, 0, 1, 2, 8, 1, 6, 0, 0, 0]
> [72, 0, 1, 2, 8, 0, 6, 0, 0, 0]
+ [72, 0, 1, 2, 8, 0, 6, 0, 0, 0]
+ [72, 0, 1, 2, 8, 0, 7, 0, 0, 0]
+ [72, 0, 1, 2, 8, 0, 8, 0, 0, 0]
< [72, 0, 1, 2, 8, 0, 9, 0, 0, 0]
< [72, 0, 1, 2, 8, 0, 9, 0, 0, 0]
+ [72, 0, 1, 2, 8, 0, 9, 0, 0, 0]
+ [72, 0, 1, 2, 9, 0, 9, 0, 0, 0]
+ [72, 0, 1, 2, 10, 0, 9, 0, 0, 0]
> [72, 0, 1, 2, 11, 0, 9, 0, 0, 0]
< [72, 0, 1, 2, 11, 0, 9, 0, 0, 0]
< [72, 0, 1, 2, 11, 0, 9, 0, 0, 0]
> [72, 0, 1, 2, 11, 0, 9, 0, 0, 0]
L [72, 0, 1, 2, 11, 0, 9, 0, 0, 0]
- [72, 0, 1, 2, 11, 0, 9, 0, 0, 0]
> [72, 0, 1, 2, 10, 0, 9, 0, 0, 0]
+ [72, 0, 1, 2, 10, 0, 9, 0, 0, 0]
+ [72, 0, 1, 2, 10, 1, 9, 0, 0, 0]
+ [72, 0, 1, 2, 10, 2, 9, 0, 0, 0]
< [72, 0, 1, 2, 10, 3, 9, 0, 0, 0]
< [72, 0, 1, 2, 10, 3, 9, 0, 0, 0]
+ [72, 0, 1, 2, 10, 3, 9, 0, 0, 0]
+ [72, 0, 1, 3, 10, 3, 9, 0, 0, 0]
+ [72, 0, 1, 4, 10, 3, 9, 0, 0, 0]
> [72, 0, 1, 5, 10, 3, 9, 0, 0, 0]
- [72, 0, 1, 5, 10, 3, 9, 0, 0, 0]
> [72, 0, 1, 5, 9, 3, 9, 0, 0, 0]
+ [72, 0, 1, 5, 9, 3, 9, 0, 0, 0]
+ [72, 0, 1, 5, 9, 4, 9, 0, 0, 0]
+ [72, 0, 1, 5, 9, 5, 9, 0, 0, 0]
< [72, 0, 1, 5, 9, 6, 9, 0, 0, 0]
< [72, 0, 1, 5, 9, 6, 9, 0, 0, 0]
+ [72, 0, 1, 5, 9, 6, 9, 0, 0, 0]
+ [72, 0, 1, 6, 9, 6, 9, 0, 0, 0]
+ [72, 0, 1, 7, 9, 6, 9, 0, 0, 0]
> [72, 0, 1, 8, 9, 6, 9, 0, 0, 0]
- [72, 0, 1, 8, 9, 6, 9, 0, 0, 0]
> [72, 0, 1, 8, 8, 6, 9, 0, 0, 0]
+ [72, 0, 1, 8, 8, 6, 9, 0, 0, 0]
+ [72, 0, 1, 8, 8, 7, 9, 0, 0, 0]
+ [72, 0, 1, 8, 8, 8, 9, 0, 0, 0]
< [72, 0, 1, 8, 8, 9, 9, 0, 0, 0]
< [72, 0, 1, 8, 8, 9, 9, 0, 0, 0]
+ [72, 0, 1, 8, 8, 9, 9, 0, 0, 0]
+ [72, 0, 1, 9, 8, 9, 9, 0, 0, 0]
+ [72, 0, 1, 10, 8, 9, 9, 0, 0, 0]
> [72, 0, 1, 11, 8, 9, 9, 0, 0, 0]
- [72, 0, 1, 11, 8, 9, 9, 0, 0, 0]
> [72, 0, 1, 11, 7, 9, 9, 0, 0, 0]
+ [72, 0, 1, 11, 7, 9, 9, 0, 0, 0]
+ [72, 0, 1, 11, 7, 10, 9, 0, 0, 0]
+ [72, 0, 1, 11, 7, 11, 9, 0, 0, 0]
< [72, 0, 1, 11, 7, 12, 9, 0, 0, 0]
< [72, 0, 1, 11, 7, 12, 9, 0, 0, 0]
+ [72, 0, 1, 11, 7, 12, 9, 0, 0, 0]
+ [72, 0, 1, 12, 7, 12, 9, 0, 0, 0]
+ [72, 0, 1, 13, 7, 12, 9, 0, 0, 0]
> [72, 0, 1, 14, 7, 12, 9, 0, 0, 0]
- [72, 0, 1, 14, 7, 12, 9, 0, 0, 0]
> [72, 0, 1, 14, 6, 12, 9, 0, 0, 0]
+ [72, 0, 1, 14, 6, 12, 9, 0, 0, 0]
+ [72, 0, 1, 14, 6, 13, 9, 0, 0, 0]
+ [72, 0, 1, 14, 6, 14, 9, 0, 0, 0]
< [72, 0, 1, 14, 6, 15, 9, 0, 0, 0]
< [72, 0, 1, 14, 6, 15, 9, 0, 0, 0]
+ [72, 0, 1, 14, 6, 15, 9, 0, 0, 0]
+ [72, 0, 1, 15, 6, 15, 9, 0, 0, 0]
+ [72, 0, 1, 16, 6, 15, 9, 0, 0, 0]
> [72, 0, 1, 17, 6, 15, 9, 0, 0, 0]
- [72, 0, 1, 17, 6, 15, 9, 0, 0, 0]
> [72, 0, 1, 17, 5, 15, 9, 0, 0, 0]
+ [72, 0, 1, 17, 5, 15, 9, 0, 0, 0]
+ [72, 0, 1, 17, 5, 16, 9, 0, 0, 0]
+ [72, 0, 1, 17, 5, 17, 9, 0, 0, 0]
< [72, 0, 1, 17, 5, 18, 9, 0, 0, 0]
< [72, 0, 1, 17, 5, 18, 9, 0, 0, 0]
+ [72, 0, 1, 17, 5, 18, 9, 0, 0, 0]
+ [72, 0, 1, 18, 5, 18, 9, 0, 0, 0]
+ [72, 0, 1, 19, 5, 18, 9, 0, 0, 0]
> [72, 0, 1, 20, 5, 18, 9, 0, 0, 0]
- [72, 0, 1, 20, 5, 18, 9, 0, 0, 0]
> [72, 0, 1, 20, 4, 18, 9, 0, 0, 0]
+ [72, 0, 1, 20, 4, 18, 9, 0, 0, 0]
+ [72, 0, 1, 20, 4, 19, 9, 0, 0, 0]
+ [72, 0, 1, 20, 4, 20, 9, 0, 0, 0]
< [72, 0, 1, 20, 4, 21, 9, 0, 0, 0]
< [72, 0, 1, 20, 4, 21, 9, 0, 0, 0]
+ [72, 0, 1, 20, 4, 21, 9, 0, 0, 0]
+ [72, 0, 1, 21, 4, 21, 9, 0, 0, 0]
+ [72, 0, 1, 22, 4, 21, 9, 0, 0, 0]
> [72, 0, 1, 23, 4, 21, 9, 0, 0, 0]
- [72, 0, 1, 23, 4, 21, 9, 0, 0, 0]
> [72, 0, 1, 23, 3, 21, 9, 0, 0, 0]
+ [72, 0, 1, 23, 3, 21, 9, 0, 0, 0]
+ [72, 0, 1, 23, 3, 22, 9, 0, 0, 0]
+ [72, 0, 1, 23, 3, 23, 9, 0, 0, 0]
< [72, 0, 1, 23, 3, 24, 9, 0, 0, 0]
< [72, 0, 1, 23, 3, 24, 9, 0, 0, 0]
+ [72, 0, 1, 23, 3, 24, 9, 0, 0, 0]
+ [72, 0, 1, 24, 3, 24, 9, 0, 0, 0]
+ [72, 0, 1, 25, 3, 24, 9, 0, 0, 0]
> [72, 0, 1, 26, 3, 24, 9, 0, 0, 0]
- [72, 0, 1, 26, 3, 24, 9, 0, 0, 0]
> [72, 0, 1, 26, 2, 24, 9, 0, 0, 0]
+ [72, 0, 1, 26, 2, 24, 9, 0, 0, 0]
+ [72, 0, 1, 26, 2, 25, 9, 0, 0, 0]
+ [72, 0, 1, 26, 2, 26, 9, 0, 0, 0]
< [72, 0, 1, 26, 2, 27, 9, 0, 0, 0]
< [72, 0, 1, 26, 2, 27, 9, 0, 0, 0]
+ [72, 0, 1, 26, 2, 27, 9, 0, 0, 0]
+ [72, 0, 1, 27, 2, 27, 9, 0, 0, 0]
+ [72, 0, 1, 28, 2, 27, 9, 0, 0, 0]
> [72, 0, 1, 29, 2, 27, 9, 0, 0, 0]
- [72, 0, 1, 29, 2, 27, 9, 0, 0, 0]
> [72, 0, 1, 29, 1, 27, 9, 0, 0, 0]
+ [72, 0, 1, 29, 1, 27, 9, 0, 0, 0]
+ [72, 0, 1, 29, 1, 28, 9, 0, 0, 0]
+ [72, 0, 1, 29, 1, 29, 9, 0, 0, 0]
< [72, 0, 1, 29, 1, 30, 9, 0, 0, 0]
< [72, 0, 1, 29, 1, 30, 9, 0, 0, 0]
+ [72, 0, 1, 29, 1, 30, 9, 0, 0, 0]
+ [72, 0, 1, 30, 1, 30, 9, 0, 0, 0]
+ [72, 0, 1, 31, 1, 30, 9, 0, 0, 0]
> [72, 0, 1, 32, 1, 30, 9, 0, 0, 0]
- [72, 0, 1, 32, 1, 30, 9, 0, 0, 0]
> [72, 0, 1, 32, 0, 30, 9, 0, 0, 0]
+ [72, 0, 1, 32, 0, 30, 9, 0, 0, 0]
+ [72, 0, 1, 32, 0, 31, 9, 0, 0, 0]
+ [72, 0, 1, 32, 0, 32, 9, 0, 0, 0]
< [72, 0, 1, 32, 0, 33, 9, 0, 0, 0]
< [72, 0, 1, 32, 0, 33, 9, 0, 0, 0]
+ [72, 0, 1, 32, 0, 33, 9, 0, 0, 0]
+ [72, 0, 1, 33, 0, 33, 9, 0, 0, 0]
+ [72, 0, 1, 34, 0, 33, 9, 0, 0, 0]
> [72, 0, 1, 35, 0, 33, 9, 0, 0, 0]
< [72, 0, 1, 35, 0, 33, 9, 0, 0, 0]
< [72, 0, 1, 35, 0, 33, 9, 0, 0, 0]
> [72, 0, 1, 35, 0, 33, 9, 0, 0, 0]
L [72, 0, 1, 35, 0, 33, 9, 0, 0, 0]
- [72, 0, 1, 35, 0, 33, 9, 0, 0, 0]
> [72, 0, 1, 34, 0, 33, 9, 0, 0, 0]
+ [72, 0, 1, 34, 0, 33, 9, 0, 0, 0]
+ [72, 0, 1, 34, 1, 33, 9, 0, 0, 0]
+ [72, 0, 1, 34, 2, 33, 9, 0, 0, 0]
< [72, 0, 1, 34, 3, 33, 9, 0, 0, 0]
< [72, 0, 1, 34, 3, 33, 9, 0, 0, 0]
+ [72, 0, 1, 34, 3, 33, 9, 0, 0, 0]
+ [72, 0, 2, 34, 3, 33, 9, 0, 0, 0]
+ [72, 0, 3, 34, 3, 33, 9, 0, 0, 0]
> [72, 0, 4, 34, 3, 33, 9, 0, 0, 0]
- [72, 0, 4, 34, 3, 33, 9, 0, 0, 0]
> [72, 0, 4, 33, 3, 33, 9, 0, 0, 0]
+ [72, 0, 4, 33, 3, 33, 9, 0, 0, 0]
+ [72, 0, 4, 33, 4, 33, 9, 0, 0, 0]
+ [72, 0, 4, 33, 5, 33, 9, 0, 0, 0]
< [72, 0, 4, 33, 6, 33, 9, 0, 0, 0]
< [72, 0, 4, 33, 6, 33, 9, 0, 0, 0]
+ [72, 0, 4, 33, 6, 33, 9, 0, 0, 0]
+ [72, 0, 5, 33, 6, 33, 9, 0, 0, 0]
+ [72, 0, 6, 33, 6, 33, 9, 0, 0, 0]
> [72, 0, 7, 33, 6, 33, 9, 0, 0, 0]
- [72, 0, 7, 33, 6, 33, 9, 0, 0, 0]
> [72, 0, 7, 32, 6, 33, 9, 0, 0, 0]
+ [72, 0, 7, 32, 6, 33, 9, 0, 0, 0]
+ [72, 0, 7, 32, 7, 33, 9, 0, 0, 0]
+ [72, 0, 7, 32, 8, 33, 9, 0, 0, 0]
< [72, 0, 7, 32, 9, 33, 9, 0, 0, 0]
< [72, 0, 7, 32, 9, 33, 9, 0, 0, 0]
+ [72, 0, 7, 32, 9, 33, 9, 0, 0, 0]
+ [72, 0, 8, 32, 9, 33, 9, 0, 0, 0]
+ [72, 0, 9, 32, 9, 33, 9, 0, 0, 0]
> [72, 0, 10, 32, 9, 33, 9, 0, 0, 0]
- [72, 0, 10, 32, 9, 33, 9, 0, 0, 0]
> [72, 0, 10, 31, 9, 33, 9, 0, 0, 0]
+ [72, 0, 10, 31, 9, 33, 9, 0, 0, 0]
+ [72, 0, 10, 31, 10, 33, 9, 0, 0, 0]
+ [72, 0, 10, 31, 11, 33, 9, 0, 0, 0]
< [72, 0, 10, 31, 12, 33, 9, 0, 0, 0]
< [72, 0, 10, 31, 12, 33, 9, 0, 0, 0]
+ [72, 0, 10, 31, 12, 33, 9, 0, 0, 0]
+ [72, 0, 11, 31, 12, 33, 9, 0, 0, 0]
+ [72, 0, 12, 31, 12, 33, 9, 0, 0, 0]
> [72, 0, 13, 31, 12, 33, 9, 0, 0, 0]
- [72, 0, 13, 31, 12, 33, 9, 0, 0, 0]
> [72, 0, 13, 30, 12, 33, 9, 0, 0, 0]
+ [72, 0, 13, 30, 12, 33, 9, 0, 0, 0]
+ [72, 0, 13, 30, 13, 33, 9, 0, 0, 0]
+ [72, 0, 13, 30, 14, 33, 9, 0, 0, 0]
< [72, 0, 13, 30, 15, 33, 9, 0, 0, 0]
< [72, 0, 13, 30, 15, 33, 9, 0, 0, 0]
+ [72, 0, 13, 30, 15, 33, 9, 0, 0, 0]
+ [72, 0, 14, 30, 15, 33, 9, 0, 0, 0]
+ [72, 0, 15, 30, 15, 33, 9, 0, 0, 0]
> [72, 0, 16, 30, 15, 33, 9, 0, 0, 0]
- [72, 0, 16, 30, 15, 33, 9, 0, 0, 0]
> [72, 0, 16, 29, 15, 33, 9, 0, 0, 0]
+ [72, 0, 16, 29, 15, 33, 9, 0, 0, 0]
+ [72, 0, 16, 29, 16, 33, 9, 0, 0, 0]
+ [72, 0, 16, 29, 17, 33, 9, 0, 0, 0]
< [72, 0, 16, 29, 18, 33, 9, 0, 0, 0]
< [72, 0, 16, 29, 18, 33, 9, 0, 0, 0]
+ [72, 0, 16, 29, 18, 33, 9, 0, 0, 0]
+ [72, 0, 17, 29, 18, 33, 9, 0, 0, 0]
+ [72, 0, 18, 29, 18, 33, 9, 0, 0, 0]
> [72, 0, 19, 29, 18, 33, 9, 0, 0, 0]
- [72, 0, 19, 29, 18, 33, 9, 0, 0, 0]
> [72, 0, 19, 28, 18, 33, 9, 0, 0, 0]
+ [72, 0, 19, 28, 18, 33, 9, 0, 0, 0]
+ [72, 0, 19, 28, 19, 33, 9, 0, 0, 0]
+ [72, 0, 19, 28, 20, 33, 9, 0, 0, 0]
< [72, 0, 19, 28, 21, 33, 9, 0, 0, 0]
< [72, 0, 19, 28, 21, 33, 9, 0, 0, 0]
+ [72, 0, 19, 28, 21, 33, 9, 0, 0, 0]
+ [72, 0, 20, 28, 21, 33, 9, 0, 0, 0]
+ [72, 0, 21, 28, 21, 33, 9, 0, 0, 0]
> [72, 0, 22, 28, 21, 33, 9, 0, 0, 0]
- [72, 0, 22, 28, 21, 33, 9, 0, 0, 0]
> [72, 0, 22, 27, 21, 33, 9, 0, 0, 0]
+ [72, 0, 22, 27, 21, 33, 9, 0, 0, 0]
+ [72, 0, 22, 27, 22, 33, 9, 0, 0, 0]
+ [72, 0, 22, 27, 23, 33, 9, 0, 0, 0]
< [72, 0, 22, 27, 24, 33, 9, 0, 0, 0]
< [72, 0, 22, 27, 24, 33, 9, 0, 0, 0]
+ [72, 0, 22, 27, 24, 33, 9, 0, 0, 0]
+ [72, 0, 23, 27, 24, 33, 9, 0, 0, 0]
+ [72, 0, 24, 27, 24, 33, 9, 0, 0, 0]
> [72, 0, 25, 27, 24, 33, 9, 0, 0, 0]
- [72, 0, 25, 27, 24, 33, 9, 0, 0, 0]
> [72, 0, 25, 26, 24, 33, 9, 0, 0, 0]
+ [72, 0, 25, 26, 24, 33, 9, 0, 0, 0]
+ [72, 0, 25, 26, 25, 33, 9, 0, 0, 0]
+ [72, 0, 25, 26, 26, 33, 9, 0, 0, 0]
< [72, 0, 25, 26, 27, 33, 9, 0, 0, 0]
< [72, 0, 25, 26, 27, 33, 9, 0, 0, 0]
+ [72, 0, 25, 26, 27, 33, 9, 0, 0, 0]
+ [72, 0, 26, 26, 27, 33, 9, 0, 0, 0]
+ [72, 0, 27, 26, 27, 33, 9, 0, 0, 0]
> [72, 0, 28, 26, 27, 33, 9, 0, 0, 0]
- [72, 0, 28, 26, 27, 33, 9, 0, 0, 0]
> [72, 0, 28, 25, 27, 33, 9, 0, 0, 0]
+ [72, 0, 28, 25, 27, 33, 9, 0, 0, 0]
+ [72, 0, 28, 25, 28, 33, 9, 0, 0, 0]
+ [72, 0, 28, 25, 29, 33, 9, 0, 0, 0]
< [72, 0, 28, 25, 30, 33, 9, 0, 0, 0]
< [72, 0, 28, 25, 30, 33, 9, 0, 0, 0]
+ [72, 0, 28, 25, 30, 33, 9, 0, 0, 0]
+ [72, 0, 29, 25, 30, 33, 9, 0, 0, 0]
+ [72, 0, 30, 25, 30, 33, 9, 0, 0, 0]
> [72, 0, 31, 25, 30, 33, 9, 0, 0, 0]
- [72, 0, 31, 25, 30, 33, 9, 0, 0, 0]
> [72, 0, 31, 24, 30, 33, 9, 0, 0, 0]
+ [72, 0, 31, 24, 30, 33, 9, 0, 0, 0]
+ [72, 0, 31, 24, 31, 33, 9, 0, 0, 0]
+ [72, 0, 31, 24, 32, 33, 9, 0, 0, 0]
< [72, 0, 31, 24, 33, 33, 9, 0, 0, 0]
< [72, 0, 31, 24, 33, 33, 9, 0, 0, 0]
+ [72, 0, 31, 24, 33, 33, 9, 0, 0, 0]
+ [72, 0, 32, 24, 33, 33, 9, 0, 0, 0]
+ [72, 0, 33, 24, 33, 33, 9, 0, 0, 0]
> [72, 0, 34, 24, 33, 33, 9, 0, 0, 0]
- [72, 0, 34, 24, 33, 33, 9, 0, 0, 0]
> [72, 0, 34, 23, 33, 33, 9, 0, 0, 0]
+ [72, 0, 34, 23, 33, 33, 9, 0, 0, 0]
+ [72, 0, 34, 23, 34, 33, 9, 0, 0, 0]
+ [72, 0, 34, 23, 35, 33, 9, 0, 0, 0]
< [72, 0, 34, 23, 36, 33, 9, 0, 0, 0]
< [72, 0, 34, 23, 36, 33, 9, 0, 0, 0]
+ [72, 0, 34, 23, 36, 33, 9, 0, 0, 0]
+ [72, 0, 35, 23, 36, 33, 9, 0, 0, 0]
+ [72, 0, 36, 23, 36, 33, 9, 0, 0, 0]
> [72, 0, 37, 23, 36, 33, 9, 0, 0, 0]
- [72, 0, 37, 23, 36, 33, 9, 0, 0, 0]
> [72, 0, 37, 22, 36, 33, 9, 0, 0, 0]
+ [72, 0, 37, 22, 36, 33, 9, 0, 0, 0]
+ [72, 0, 37, 22, 37, 33, 9, 0, 0, 0]
